,Model,Image,y_pred,y_true,sexe_f_prob,folder,GenderSelf,Feminine,Attractive,LL,LL_F,LL_M,dist_centre_F,dist_centre_H,dist_centre
439,WF-020,CFD-WF-020-002-N.jpg,0,0,0.82748073,CFD,F,4.382022472,3.325842697,-459.4431999271741,-460.17768518500003,,310.2562255859375,367.1777648925781,322.6502685546875
440,WF-021,CFD-WF-021-002-N.jpg,0,0,0.9999293,CFD,F,4.747252747,3.934065934,-447.42866448556015,-432.67680231223176,,360.1695556640625,453.22454833984375,394.6280212402344
441,WF-022,CFD-WF-022-017-N.jpg,0,0,0.99992406,CFD,F,5.576086957,5.086956522,-466.39910093812273,-476.2530124770324,,367.3388366699219,437.7467346191406,389.4804992675781
442,WF-023,CFD-WF-023-003-N.jpg,1,0,0.20530793,CFD,F,3.956521739,2.739130435,-446.55951880354075,-455.2280299799159,,281.5490417480469,335.11590576171875,290.5606689453125
443,WF-024,CFD-WF-024-003-N.jpg,0,0,0.99826616,CFD,F,5.340425532,4.755319149,-442.60645766658917,-447.17209713998477,,261.3540344238281,328.2466735839844,276.8467102050781
444,WF-025,CFD-WF-025-019-N.jpg,0,0,0.7595806,CFD,F,4.836956522,4.304347826,-417.75094059334936,-430.9265271337315,,258.16357421875,302.58941650390625,260.2897644042969
445,WF-026,CFD-WF-026-002-N.jpg,1,0,0.094780855,CFD,F,2.948453608,1.721649485,-410.6584704751886,-409.4589451978585,,249.98822021484375,291.4485168457031,249.8558349609375
446,WF-027,CFD-WF-027-003-N.jpg,0,0,0.99999917,CFD,F,5.314606742,4.685393258,-443.9661061726439,-446.77900372408806,,288.8996276855469,395.41729736328125,328.5184326171875
447,WF-029,CFD-WF-029-002-N.jpg,0,0,0.9987656,CFD,F,4.764705882,4.223529412,-434.1917585368392,-448.38614665175294,,372.1418762207031,418.2953186035156,381.4479064941406
448,WF-030,CFD-WF-030-002-N.jpg,0,0,0.7584556,CFD,F,4.202247191,2.730337079,-433.5352669339505,-422.2293870058601,,292.0995178222656,373.8280944824219,317.2138366699219
449,WF-031,CFD-WF-031-027-N.jpg,0,0,0.9928162,CFD,F,4.952380952,4.12195122,-433.7500998750646,-440.1839698988102,,248.3227996826172,310.4188537597656,259.7890930175781
450,WF-033,CFD-WF-033-002-N.jpg,0,0,0.98811716,CFD,F,4.515151515,3.393939394,-538.5281774490966,-576.0096290406709,,452.10015869140625,490.50067138671875,459.43255615234375
451,WF-034,CFD-WF-034-006-N.jpg,1,0,0.024737502,CFD,F,3.322580645,2.182795699,-456.78035130778284,-511.3492131081634,,366.7317199707031,336.4903564453125,335.9150085449219
452,WF-035,CFD-WF-035-024-N.jpg,0,0,0.9267804,CFD,F,4.126436782,3.390804598,-483.60172315668603,-530.7541657916775,,342.8346862792969,378.0990905761719,345.2967529296875
453,WF-036,CFD-WF-036-023-N.jpg,1,0,0.3637674,CFD,F,4.078651685,2.898876404,-444.1629133114504,-457.66572370064114,,306.3835754394531,312.802978515625,291.3306579589844
454,WF-037,CFD-WF-037-029-N.jpg,1,0,0.00074185187,CFD,F,3.914893617,2.688172043,-463.49892470530176,-489.2362811745686,,350.5724182128906,338.4317626953125,328.5188293457031
455,WF-038,CFD-WF-038-021-N.jpg,0,0,0.99675757,CFD,F,4.293478261,3.315217391,-486.44360792680766,-504.6971647808341,,315.098876953125,349.72393798828125,315.5451354980469
456,WF-039,CFD-WF-039-025-N.jpg,0,0,0.996738,CFD,F,4.59375,3.364583333,-507.9458245958275,-521.1425830577701,,355.414306640625,465.20501708984375,399.07574462890625
457,WF-200,CFD-WF-200-099-N.jpg,0,0,0.9831986,CFD,F,4.6,4,-438.91578331567894,-450.50898449691533,,266.1869812011719,347.6423034667969,290.7008972167969
458,WF-201,CFD-WF-201-156-N.jpg,0,0,0.9999958,CFD,F,4.545454545,3.818181818,-502.5530287309147,-500.719722328612,,387.4819030761719,492.9228210449219,429.19781494140625
459,WF-202,CFD-WF-202-056-N.jpg,0,0,0.99833786,CFD,F,4.896551724,3.620689655,-459.41990888911596,-483.1098495479531,,358.3318176269531,424.7200622558594,377.7264404296875
460,WF-203,CFD-WF-203-229-N.jpg,0,0,0.99223524,CFD,F,4.222222222,3.730769231,-424.19431591410137,-429.06962319165774,,201.6939239501953,310.89141845703125,239.08718872070312
461,WF-204,CFD-WF-204-038-N.jpg,1,0,0.0038323267,CFD,F,3.357142857,2.107142857,-471.9657651779851,-491.248468320135,,361.3963317871094,351.20306396484375,340.7146911621094
462,WF-205,CFD-WF-205-006-N.jpg,0,0,0.9989134,CFD,F,5.56,4.826086957,-549.8485856018926,-570.655402773843,,419.92718505859375,489.9062805175781,443.2643127441406
463,WF-206,CFD-WF-206-147-N.jpg,0,0,0.99999976,CFD,F,5.571428571,4.517241379,-448.0444375309793,-444.29962379690085,,317.76715087890625,460.01556396484375,379.3532409667969
464,WF-207,CFD-WF-207-014-N.jpg,0,0,0.9947902,CFD,F,5.25,4.458333333,-534.3341277408454,-611.002975551123,,372.998046875,386.8747863769531,365.130859375
465,WF-208,CFD-WF-208-068-N.jpg,0,0,0.9989365,CFD,F,5.074074074,3.962962963,-447.6773448519141,-446.41388006611226,,268.9110412597656,389.68798828125,316.1982116699219
466,WF-209,CFD-WF-209-052-N.jpg,0,0,0.9996865,CFD,F,5.275862069,4.655172414,-442.81298901023007,-446.44456423114934,,276.6253967285156,368.96746826171875,307.67559814453125
467,WF-211,CFD-WF-211-001-N.jpg,0,0,0.7712693,CFD,F,5.551724138,4.620689655,-446.9957180987078,-482.64137614640237,,284.9223327636719,289.306884765625,267.0490417480469
468,WF-212,CFD-WF-212-050-N.jpg,0,0,0.9999131,CFD,F,5.517241379,4.275862069,-459.1706243939615,-463.0194339867746,,319.8316955566406,424.68695068359375,359.87359619140625
469,WF-213,CFD-WF-213-031-N.jpg,0,0,0.9933373,CFD,F,4.142857143,3.24137931,-486.3666303354297,-516.2087858011679,,343.34368896484375,394.290771484375,354.04656982421875
470,WF-214,CFD-WF-214-122-N.jpg,0,0,0.99855727,CFD,F,4.620689655,3.206896552,-481.6745384099371,-473.4221458566911,,401.12677001953125,499.41851806640625,439.65948486328125
471,WF-215,CFD-WF-215-145-N.jpg,0,0,0.99999785,CFD,F,4.25,3.28,-533.8088727775634,-555.0185801143894,,383.21722412109375,482.4708251953125,422.11578369140625
472,WF-216,CFD-WF-216-079-N.jpg,0,0,0.9782733,CFD,F,3.692307692,2.346153846,-480.96644010995715,-477.7075707274468,,280.2337341308594,340.1545715332031,292.7628479003906
473,WF-217,CFD-WF-217-085-N.jpg,0,0,0.53003746,CFD,F,4.6,3.307692308,-443.98869410324676,-453.3398017783227,,283.3762512207031,300.10089111328125,272.0336608886719
474,WF-218,CFD-WF-218-087-N.jpg,0,0,0.9999844,CFD,F,4.655172414,3.620689655,-424.6310047823379,-420.1786883852614,,260.9991760253906,352.31927490234375,290.9405517578125
475,WF-219,CFD-WF-219-038-N.jpg,0,0,0.99639624,CFD,F,4.807692308,3.884615385,-439.0595894664717,-452.29724699067685,,287.72662353515625,335.4620056152344,294.3934020996094
476,WF-220,CFD-WF-220-101-N.jpg,0,0,0.9999939,CFD,F,5.551724138,4.75862069,-495.8195900109707,-501.2961213772809,,343.1073913574219,451.0738220214844,385.7245788574219
477,WF-221,CFD-WF-221-005-N.jpg,0,0,0.9999223,CFD,F,3.678571429,2.407407407,-415.0044410768993,-412.1568852304149,,244.411376953125,315.57293701171875,261.0903015136719
478,WF-222,CFD-WF-222-092-N.jpg,1,0,0.0012057028,CFD,F,3.517241379,2.533333333,-444.200733368336,-465.0408889299169,,266.6564636230469,249.8979034423828,236.59674072265625
479,WF-223,CFD-WF-223-133-N.jpg,0,0,0.9943691,CFD,F,5,3.384615385,-496.29609705105287,-539.380108899524,,384.0808410644531,436.4043273925781,396.2555847167969
480,WF-224,CFD-WF-224-099-N.jpg,0,0,0.99937975,CFD,F,3.625,2.291666667,-441.5930647907431,-436.1298508795845,,314.8365478515625,400.27520751953125,343.6415100097656
481,WF-225,CFD-WF-225-101-N.jpg,1,0,0.27558446,CFD,F,4.115384615,2.62962963,-498.25943207650624,-520.8585467110115,,364.6731262207031,383.87469482421875,359.3321838378906
482,WF-226,CFD-WF-226-095-N.jpg,0,0,0.9979361,CFD,F,4.142857143,2.714285714,-416.30528168000785,-423.610270212048,,287.5650939941406,343.6545104980469,298.0213623046875
483,WF-227,CFD-WF-227-002-N.jpg,0,0,0.9977375,CFD,F,4.666666667,3.769230769,-538.3321309527981,-572.5636377972062,,455.48809814453125,510.0308532714844,470.928466796875
484,WF-228,CFD-WF-228-196-N.jpg,0,0,0.98936206,CFD,F,5.192307692,3.692307692,-453.88847290009244,-459.89538086327906,,341.39996337890625,417.1444396972656,364.97064208984375
485,WF-229,CFD-WF-229-004-N.jpg,0,0,0.5831018,CFD,F,3.916666667,2.68,-456.08928725881543,-459.68416157215427,,301.7682800292969,363.6143798828125,316.61810302734375
486,WF-230,CFD-WF-230-158-N.jpg,0,0,0.97177976,CFD,F,5.16,3.64,-454.81177026156945,-452.66865527798916,,228.97312927246094,297.06988525390625,242.564208984375
487,WF-232,CFD-WF-232-161-N.jpg,0,0,0.9903458,CFD,F,5.034482759,4.206896552,-460.10983641319683,-465.49303427464883,,341.7283935546875,417.9450988769531,366.14117431640625
488,WF-233,CFD-WF-233-112-N.jpg,0,0,0.9999968,CFD,F,5.913043478,5.47826087,-531.3916887962907,-544.7318366353248,,334.7894287109375,434.1507263183594,372.1808776855469
489,WF-234,CFD-WF-234-086-N.jpg,0,0,0.99972266,CFD,F,5.333333333,4.111111111,-428.4485923448251,-434.3318124500262,,247.86184692382812,340.7694091796875,277.9579162597656
490,WF-235,CFD-WF-235-121-N.jpg,0,0,0.7987264,CFD,F,3.692307692,2.961538462,-423.308212930172,-448.91867804753247,,195.39820861816406,211.34994506835938,174.20010375976562
491,WF-236,CFD-WF-236-107-N.jpg,0,0,0.9998958,CFD,F,5.538461538,4.576923077,-517.628751521735,-530.5377527553669,,348.1495361328125,466.2039794921875,396.287841796875
492,WF-237,CFD-WF-237-067-N.jpg,0,0,0.99757797,CFD,F,3.807692308,2.846153846,-449.26422234089074,-461.86100270432917,,341.4707946777344,405.5662841796875,359.0469055175781
493,WF-238,CFD-WF-238-023-N.jpg,0,0,0.9996606,CFD,F,5.6,4.8,-524.2727736344395,-557.2922827479756,,407.58056640625,518.3026123046875,452.7652587890625
494,WF-239,CFD-WF-239-155-N.jpg,0,0,0.99999857,CFD,F,4,2.333333333,-481.231253778726,-500.3107281937695,,339.6104736328125,431.14312744140625,372.57611083984375
495,WF-240,CFD-WF-240-083-N.jpg,0,0,0.9244372,CFD,F,3.206896552,2.206896552,-433.3436544281713,-438.8858104144561,,260.216064453125,305.7705078125,263.4054260253906
496,WF-241,CFD-WF-241-210-N.jpg,0,0,0.99883384,CFD,F,4.6,2.88,-500.3646186055849,-506.5225896905639,,326.1912841796875,427.2843322753906,363.8149719238281
497,WF-242,CFD-WF-242-001-N.jpg,0,0,0.9996799,CFD,F,5.535714286,4.75,-423.5819147188784,-433.3556217486743,,277.18096923828125,369.63116455078125,308.35906982421875
498,WF-243,CFD-WF-243-148-N.jpg,0,0,0.99738187,CFD,F,5.28,4.36,-450.07217949085407,-446.72715072886746,,334.3782958984375,409.1906433105469,357.7789611816406
499,WF-244,CFD-WF-244-163-N.jpg,0,0,0.99990857,CFD,F,5.363636364,3.818181818,-485.1166956173494,-494.14863154553314,,374.974853515625,441.11187744140625,394.49176025390625
500,WF-245,CFD-WF-245-084-N.jpg,0,0,0.9989114,CFD,F,4.607142857,3.428571429,-490.1367244090975,-516.4032523202752,,302.8087463378906,391.90142822265625,333.0669250488281
501,WF-246,CFD-WF-246-087-N.jpg,0,0,0.99099076,CFD,F,5.071428571,3.535714286,-453.7814201513753,-459.79378334858063,,342.72955322265625,411.695556640625,363.6597595214844
502,WF-247,CFD-WF-247-065-N.jpg,0,0,0.9969784,CFD,F,4.826086957,3.25,-423.3630326945771,-413.6405931583542,,233.42037963867188,316.56707763671875,256.4243469238281
503,WF-248,CFD-WF-248-129-N.jpg,0,0,0.99271446,CFD,F,3.518518519,2,-475.4996155932918,-487.9901046771892,,286.4263916015625,345.1385803222656,298.4620361328125
504,WF-249,CFD-WF-249-126-N.jpg,0,0,0.9812158,CFD,F,4.37037037,2.535714286,-418.12473553684026,-422.6197490075784,,227.92080688476562,298.3172607421875,243.29635620117188
505,WF-250,CFD-WF-250-167-N.jpg,0,0,0.99758947,CFD,F,3.208333333,1.72,-506.60725497363336,-501.5220884746068,,378.91241455078125,475.8254089355469,415.523193359375
506,WF-251,CFD-WF-251-014-N.jpg,0,0,0.9996358,CFD,F,4.869565217,3.217391304,-429.4738462469984,-430.12241774168916,,260.7161865234375,350.0164489746094,288.99835205078125
507,WM-001,CFD-WM-001-014-N.jpg,1,1,1.593592e-05,CFD,M,2.096774194,2.64516129,-419.5756040151193,,-415.3978711881164,321.09234619140625,231.28736877441406,260.41748046875
508,WM-002,CFD-WM-002-009-N.jpg,1,1,7.1519827e-07,CFD,M,1.696202532,2.5125,-445.79456779751166,,-449.1740965808655,400.96295166015625,291.24237060546875,335.3207092285156
509,WM-003,CFD-WM-003-002-N.jpg,1,1,7.2644275e-06,CFD,M,1.915662651,3.682926829,-448.69376865650383,,-469.27639976135475,347.7981872558594,300.22467041015625,308.2987060546875
510,WM-004,CFD-WM-004-010-N.jpg,1,1,1.39417625e-05,CFD,M,1.804347826,4.663043478,-424.44690129752394,,-428.1481747171328,277.3510437011719,204.52383422851562,221.1521759033203
511,WM-006,CFD-WM-006-002-N.jpg,1,1,7.623823e-05,CFD,M,2.581395349,3.511627907,-439.3053184700383,,-477.3660475487469,311.2723388671875,273.87884521484375,274.6761169433594
512,WM-009,CFD-WM-009-002-N.jpg,1,1,2.1802715e-07,CFD,M,2.032608696,4.076086957,-414.16762878958707,,-404.483544063467,326.41070556640625,206.97024536132812,253.8995361328125
513,WM-010,CFD-WM-010-001-N.jpg,1,1,4.4952827e-08,CFD,M,1.891304348,2.282608696,-430.5773580413361,,-428.47361601447506,393.1539001464844,282.68646240234375,327.3261413574219
514,WM-011,CFD-WM-011-002-N.jpg,1,1,0.0009138376,CFD,M,2.114942529,3.170454545,-440.77683224550026,,-457.9083574581261,354.2879333496094,290.01153564453125,307.3486022949219
515,WM-012,CFD-WM-012-001-N.jpg,1,1,6.4536174e-08,CFD,M,1.674157303,2.840909091,-414.3817240042184,,-414.4533166660258,328.9710998535156,209.66888427734375,256.5611877441406
516,WM-013,CFD-WM-013-001-N.jpg,1,1,5.718372e-05,CFD,M,1.802325581,2.755813953,-430.84971522045873,,-433.4478372321771,335.3982238769531,301.44329833984375,301.66436767578125
517,WM-014,CFD-WM-014-002-N.jpg,1,1,3.9207507e-08,CFD,M,1.94047619,3.476190476,-414.11906015431447,,-424.56828605106466,322.3292236328125,228.66146850585938,259.8450012207031
518,WM-015,CFD-WM-015-002-N.jpg,1,1,0.00048519744,CFD,M,2.313953488,3.511627907,-454.8870015908458,,-465.8827190576211,360.9867858886719,331.993896484375,331.47088623046875
519,WM-016,CFD-WM-016-001-N.jpg,1,1,4.1845806e-06,CFD,M,1.406976744,3.255813953,-454.4141013917515,,-469.1246256719825,396.9436950683594,318.96331787109375,345.4850769042969
520,WM-017,CFD-WM-017-002-N.jpg,1,1,0.0020898867,CFD,M,1.670212766,2.361702128,-495.45691866635985,,-531.4368970076594,441.5309753417969,387.1438903808594,402.6512145996094
521,WM-018,CFD-WM-018-002-N.jpg,1,1,1.9526162e-08,CFD,M,1.56043956,2.7,-441.7948040407061,,-435.4274536867667,333.5855407714844,200.5535430908203,255.73036193847656
522,WM-019,CFD-WM-019-003-N.jpg,1,1,0.00016077085,CFD,M,1.673913043,2.282608696,-465.43523888231067,,-517.8750253703906,361.8680114746094,313.09515380859375,322.3142395019531
523,WM-020,CFD-WM-020-001-N.jpg,1,1,0.000111321395,CFD,M,1.818181818,2.693181818,-412.879104603114,,-441.03571281801646,296.6047058105469,287.6042785644531,272.91741943359375
524,WM-021,CFD-WM-021-001-N.jpg,1,1,1.3740919e-07,CFD,M,1.423529412,2.658823529,-433.67277276728953,,-427.78018582615135,378.1316833496094,242.91929626464844,301.37396240234375
525,WM-022,CFD-WM-022-001-N.jpg,1,1,8.385343e-07,CFD,M,1.619565217,2.891304348,-414.593981947539,,-410.0556574427682,283.95257568359375,194.47979736328125,220.2359161376953
526,WM-023,CFD-WM-023-001-N.jpg,1,1,1.0542846e-05,CFD,M,1.626373626,2.866666667,-456.20637988735564,,-477.8875449514886,392.78253173828125,277.020751953125,324.72796630859375
527,WM-025,CFD-WM-025-002-N.jpg,1,1,5.6097774e-06,CFD,M,2.75862069,2.784090909,-467.51847021553795,,-491.82917510407566,347.6735534667969,311.9512939453125,313.913818359375
528,WM-026,CFD-WM-026-001-N.jpg,1,1,8.848938e-06,CFD,M,2.406976744,3.093023256,-462.7714724803881,,-499.1325675020287,357.8126525878906,314.51611328125,320.3963317871094
529,WM-028,CFD-WM-028-003-N.jpg,1,1,2.284298e-05,CFD,M,2.2,3.2,-438.6651400146749,,-435.82506699788394,356.39044189453125,297.2791748046875,311.26531982421875
530,WM-029,CFD-WM-029-023-N.jpg,1,1,1.3356504e-07,CFD,M,1.609195402,4.586206897,-453.60101887938697,,-462.21312302298355,353.4864196777344,237.07850646972656,283.2974853515625
531,WM-031,CFD-WM-031-003-N.jpg,1,1,5.471893e-07,CFD,M,2.137931034,3.045977011,-422.72814338246656,,-413.76753161646786,337.516357421875,267.0470275878906,286.90704345703125
532,WM-032,CFD-WM-032-001-N.jpg,1,1,5.1984476e-05,CFD,M,1.885057471,2.643678161,-482.4596063592446,,-530.058231323862,363.3560791015625,327.5010070800781,330.252685546875
533,WM-033,CFD-WM-033-025-N.jpg,1,1,1.887857e-05,CFD,M,1.78021978,3.846153846,-458.2688129349445,,-470.0469620824828,353.0256652832031,286.02056884765625,304.7130126953125
534,WM-034,CFD-WM-034-030-N.jpg,1,1,1.32813e-06,CFD,M,1.55952381,2.698795181,-440.13515077790964,,-446.9215689712188,455.4473571777344,346.26519775390625,392.1328430175781
535,WM-035,CFD-WM-035-032-N.jpg,1,1,1.0253633e-06,CFD,M,1.725274725,2.164835165,-427.24434023789524,,-427.74197555046845,465.4786071777344,345.6492614746094,397.6803283691406
536,WM-036,CFD-WM-036-031-N.jpg,1,1,4.8085167e-06,CFD,M,2.395348837,2.76744186,-444.912508393695,,-458.13130861775664,342.73284912109375,275.0951843261719,293.41168212890625
537,WM-037,CFD-WM-037-025-N.jpg,1,1,0.00078564085,CFD,M,2.386363636,2.431818182,-423.91601867707914,,-444.32092079439747,289.693115234375,287.85107421875,269.2607421875
538,WM-038,CFD-WM-038-003-N.jpg,1,1,0.01849539,CFD,M,2.123595506,2.617977528,-478.6920810845116,,-530.0476149250234,353.06500244140625,366.7981872558594,344.7812194824219
539,WM-039,CFD-WM-039-018-N.jpg,1,1,0.0030588447,CFD,M,2.593023256,2.430232558,-444.99143362743393,,-468.55799111231215,355.37359619140625,329.950439453125,327.1081848144531
540,WM-040,CFD-WM-040-022-N.jpg,1,1,0.00029084441,CFD,M,1.806451613,3.053763441,-456.0999451210766,,-453.6621778754714,386.77935791015625,300.81353759765625,331.1531982421875
541,WM-041,CFD-WM-041-021-N.jpg,1,1,6.0609597e-07,CFD,M,1.729411765,2.141176471,-453.8641980652025,,-480.32024587653757,432.20166015625,316.3863525390625,365.226318359375
542,WM-200,CFD-WM-200-034-N.jpg,1,1,0.0002812709,CFD,M,1.730769231,3.269230769,-419.79610297489893,,-424.5828485411921,288.5838317871094,229.90037536621094,239.77174377441406
543,WM-201,CFD-WM-201-063-N.jpg,1,1,3.3025415e-08,CFD,M,1.363636364,1.727272727,-426.91910360217344,,-449.26690520280744,301.6755676269531,215.4904327392578,240.57711791992188
544,WM-202,CFD-WM-202-107-N.jpg,1,1,0.0070958207,CFD,M,1.68,2.653846154,-542.3356149188751,,-584.5879082746497,466.0072021484375,409.11444091796875,426.5043029785156
545,WM-203,CFD-WM-203-023-N.jpg,1,1,8.787749e-08,CFD,M,1.333333333,3.5,-450.9427608259185,,-449.641602697538,401.5574951171875,291.4728088378906,335.9827575683594
546,WM-204,CFD-WM-204-031-N.jpg,1,1,1.6786809e-06,CFD,M,1.482758621,3.2,-428.38815588970687,,-432.31557095257597,322.7286071777344,253.84913635253906,271.8513488769531
547,WM-206,CFD-WM-206-045-N.jpg,1,1,0.00033305737,CFD,M,2.258064516,1.806451613,-436.7265855726514,,-470.26024888918414,296.2467041015625,290.2705078125,274.05755615234375
548,WM-207,CFD-WM-207-048-N.jpg,1,1,1.1073338e-05,CFD,M,1.333333333,4.125,-464.994455729631,,-490.24150124744153,318.5994873046875,239.66366577148438,262.5094299316406
549,WM-208,CFD-WM-208-068-N.jpg,1,1,5.818515e-07,CFD,M,2.034482759,2.655172414,-420.8434695011523,,-412.65203492642365,312.5520935058594,239.94032287597656,258.8535461425781
550,WM-209,CFD-WM-209-038-N.jpg,1,1,0.0042318287,CFD,M,2.142857143,3.535714286,-453.044284171121,,-462.04741343991566,350.925048828125,309.03118896484375,313.89129638671875
551,WM-210,CFD-WM-210-057-N.jpg,1,1,5.2806813e-06,CFD,M,1.678571429,2.964285714,-452.00739536279684,,-467.38279314394845,298.6055603027344,263.5704345703125,262.5556335449219
552,WM-211,CFD-WM-211-054-N.jpg,1,1,1.753681e-05,CFD,M,1.75862069,3.464285714,-441.50083276413716,,-468.7494687065324,290.9537048339844,228.9525909423828,240.56199645996094
553,WM-212,CFD-WM-212-097-N.jpg,1,1,1.153273e-05,CFD,M,1.814814815,3.703703704,-477.26370980600444,,-503.9038789964194,422.7004089355469,324.20947265625,363.0454406738281
554,WM-213,CFD-WM-213-076-N.jpg,1,1,1.0430034e-06,CFD,M,1.92,3.708333333,-431.02874911052453,,-428.3508672799677,420.6772155761719,330.2166748046875,364.6803283691406
555,WM-214,CFD-WM-214-026-N.jpg,1,1,9.0644534e-08,CFD,M,2.25,3.12,-428.98072919104527,,-436.9817105402898,341.98602294921875,261.3116455078125,286.8735046386719
556,WM-215,CFD-WM-215-041-N.jpg,1,1,4.3763214e-07,CFD,M,1.785714286,1.892857143,-435.2027540344151,,-465.7175168991456,352.89715576171875,287.67681884765625,305.10906982421875
557,WM-216,CFD-WM-216-061-N.jpg,1,1,2.9614297e-08,CFD,M,2,2.653846154,-435.7246787721349,,-433.097658520836,383.84295654296875,269.0723571777344,315.8612976074219
558,WM-217,CFD-WM-217-070-N.jpg,1,1,0.03967465,CFD,M,2.769230769,3.076923077,-415.9214526128462,,-427.7799106062268,325.08355712890625,325.2175598144531,307.4722900390625
559,WM-218,CFD-WM-218-074-N.jpg,1,1,3.8404018e-08,CFD,M,1.357142857,2.857142857,-472.9830352665332,,-467.06319708095623,405.9521179199219,269.5503234863281,329.960693359375
560,WM-219,CFD-WM-219-008-N.jpg,1,1,2.5256406e-06,CFD,M,1.791666667,2.958333333,-426.1576346161943,,-419.8087200544621,268.68499755859375,199.03245544433594,213.0233612060547
561,WM-220,CFD-WM-220-068-N.jpg,1,1,0.00090125913,CFD,M,1.407407407,2.518518519,-593.2746501163666,,-664.0079250358635,462.6040344238281,400.4988098144531,420.5608825683594
562,WM-221,CFD-WM-221-091-N.jpg,1,1,7.4112518e-06,CFD,M,1.37037037,3.153846154,-456.50600793694196,,-468.92987555042174,334.8238830566406,230.31370544433594,268.6751708984375
563,WM-222,CFD-WM-222-057-N.jpg,1,1,0.00018971507,CFD,M,2.137931034,2.344827586,-507.92115434136736,,-543.4295161271464,393.8390197753906,347.5624694824219,356.4242858886719
564,WM-223,CFD-WM-223-056-N.jpg,1,1,1.6714908e-07,CFD,M,1,3.08,-419.4000606094032,,-421.7156555678742,311.5592956542969,222.53286743164062,250.3631591796875
565,WM-224,CFD-WM-224-197-N.jpg,1,1,0.1371173,CFD,M,1.892857143,2.464285714,-502.10222294179727,,-585.6236895030545,425.6158447265625,440.1492919921875,419.98419189453125
566,WM-225,CFD-WM-225-127-N.jpg,1,1,0.0006270462,CFD,M,1.357142857,3.035714286,-450.00213011184366,,-482.9230822514858,295.6607666015625,282.9269104003906,270.1259460449219
567,WM-228,CFD-WM-228-065-N.jpg,1,1,1.6696804e-05,CFD,M,1.814814815,1.888888889,-413.34219887481487,,-409.33676305860206,297.1546630859375,245.2248992919922,252.30638122558594
568,WM-229,CFD-WM-229-129-N.jpg,1,1,1.3057488e-05,CFD,M,1.25,2.791666667,-438.35883600002603,,-443.1117580512148,381.69976806640625,304.18914794921875,329.67181396484375
569,WM-230,CFD-WM-230-131-N.jpg,1,1,8.77936e-05,CFD,M,1.851851852,3.142857143,-431.41428271583084,,-459.620636629562,297.25628662109375,222.55934143066406,241.31668090820312
570,WM-231,CFD-WM-231-112-N.jpg,1,1,2.107372e-05,CFD,M,1.862068966,3.642857143,-454.3216357171931,,-455.1467611205238,357.72589111328125,267.34454345703125,298.5512390136719
571,WM-232,CFD-WM-232-070-N.jpg,1,1,5.1859317e-09,CFD,M,1.740740741,2.592592593,-419.6178857697756,,-419.78725068290805,357.4521789550781,225.8477783203125,281.478759765625
572,WM-233,CFD-WM-233-106-N.jpg,1,1,3.886112e-05,CFD,M,1.833333333,2.125,-433.4786909317962,,-430.17959255906646,383.5494079589844,327.6619873046875,341.2926330566406
573,WM-234,CFD-WM-234-118-N.jpg,1,1,1.5827968e-07,CFD,M,1.586206897,2.551724138,-418.0446520947813,,-418.6254598032431,302.5128479003906,188.03846740722656,230.36203002929688
574,WM-235,CFD-WM-235-147-N.jpg,1,1,5.390221e-05,CFD,M,1.571428571,3.357142857,-424.9223587272718,,-430.50504641419457,360.4397888183594,279.3786926269531,305.9959716796875
575,WM-236,CFD-WM-236-072-N.jpg,0,1,0.90983266,CFD,M,2.769230769,2.038461538,-457.9361398223705,,-523.3524096845402,403.8240661621094,429.6091003417969,403.6600341796875
576,WM-237,CFD-WM-237-052-N.jpg,1,1,9.936288e-07,CFD,M,1.678571429,2.517241379,-461.644679001544,,-452.6672567886336,390.7354431152344,320.3524475097656,342.30859375
577,WM-238,CFD-WM-238-020-N.jpg,1,1,3.80171e-07,CFD,M,1.5,3.272727273,-450.321937416891,,-443.0649240617367,396.8531799316406,299.8666687011719,336.3761291503906
578,WM-239,CFD-WM-239-128-N.jpg,1,1,1.843897e-05,CFD,M,2.071428571,2.964285714,-606.1806058309451,,-634.940356594933,562.452880859375,486.9029235839844,516.3701782226562
579,WM-240,CFD-WM-240-125-N.jpg,1,1,2.126978e-06,CFD,M,1.92,3.346153846,-476.2328580736557,,-481.67317396072633,377.9200744628906,308.136474609375,329.363037109375
580,WM-241,CFD-WM-241-072-N.jpg,1,1,0.00016314143,CFD,M,2,3,-471.04676567491714,,-493.3394432587031,354.9814758300781,276.44354248046875,301.33428955078125
581,WM-242,CFD-WM-242-011-N.jpg,1,1,5.6017725e-05,CFD,M,1.75862069,4.034482759,-443.3076787898441,,-453.92686497319755,274.24114990234375,220.27293395996094,226.13282775878906
582,WM-243,CFD-WM-243-107-N.jpg,1,1,5.7528673e-08,CFD,M,1.76,3.16,-480.6946178257905,,-512.9040346259566,397.0133361816406,293.4575500488281,334.4543151855469
583,WM-244,CFD-WM-244-003-N.jpg,1,1,4.6917546e-07,CFD,M,1.692307692,3.037037037,-456.40003215173465,,-452.16111342469156,418.9252624511719,312.6950988769531,355.4002380371094
584,WM-245,CFD-WM-245-123-N.jpg,1,1,9.81215e-06,CFD,M,1.344827586,3.357142857,-454.436263580979,,-481.91621315493006,430.32098388671875,361.1968688964844,383.7822570800781
